timestamp,thermistor,pixel0,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,people_number,confidence
16_52_26.513513,30.4375,25.25,25.5,25,25.75,25.5,24.75,26,25.25,25.5,25,26,25.25,25.25,25,25.25,25.75,25.75,25.5,25.75,25,25.25,25.75,26,25.75,25.5,25.25,25.75,25.5,25.75,25.75,25,25.5,25.75,25.75,26.25,25.5,25.5,25.75,25.25,25.5,25.75,26,24.5,25.75,25.75,25.5,25.75,26.5,25,25,26,25.25,25.75,25.75,25,25.75,25.25,25.5,26.25,25.5,26,26,25.75,25.25,0,e
16_52_26.613749,30.4375,26.25,25.25,24.75,25.75,25.25,25.25,25.5,26,25,25,25.75,25.5,25,26,25.5,25.5,26,25.5,26,25.25,25.5,26,26,25.75,25.75,25.75,25.5,25,25.75,25.25,25.5,26.25,26.25,25.75,25.5,25.75,25.75,25.25,26,26,27,25.75,25.5,25.75,25.25,25.75,26,26,25.75,26,26.25,25.5,25,26,26,25.25,25.75,26.25,26.75,26,25.75,26.75,25.5,26,0,e
16_52_26.713957,30.4375,25.75,25.25,25,25.5,25.75,25.25,25,25.5,26.25,25.75,25.75,24.5,25.25,25,25.25,25.75,25.5,25.75,26,25.25,25.25,25.25,25.5,26.25,25.75,25.25,25.5,25.5,25.5,25.75,25.75,25.75,26.5,25.75,26.5,25.5,25.25,25.5,26,25.5,26.5,25.75,26.25,25.75,25.5,25.25,26.25,26.75,25.5,25.75,26,25.25,25.25,26.75,25.75,27,25.25,26,26.5,26,25.5,26.75,25.25,25.25,0,e
16_52_26.814216,30.4375,25.5,25.25,25.25,25.25,25,25,25.25,25,24.5,24.75,25.75,25,24.75,25.25,26.25,25,25.75,25.5,25.25,25.25,24.5,25.75,25.5,26.25,25.5,25.25,25.5,25,26,25.25,25,25.75,26,26.25,25.5,25.5,25,25.75,25.75,25.75,25.75,25.25,25.25,25.5,25.5,25.25,26,26.25,25.5,25.75,25.75,26,25,26,25.25,25.5,25.75,25.25,25.75,25,25.75,26.25,25.5,25.25,0,e
16_52_26.914424,30.4375,25.75,25.5,25.25,26,25.5,25.25,25.25,26.25,25.75,25.75,25.75,25.25,25,25.5,26,26,25.5,25.5,25.75,25.25,25,26,26,26,25.75,26,26,25.5,26,25.5,25.5,26.5,26.5,25.75,25.75,25.75,25,25.75,25.75,25.5,26.75,25.75,25.5,26,25.75,25.25,26.25,27.5,25.75,26,26,25.5,25.25,26.5,24.5,26.25,25.75,25.5,26.25,26,26,26,25,25.5,0,e
16_52_27.014620,30.4375,26.25,26,25.5,25.75,25.75,25.5,25.5,26,26,25.5,25.5,25.5,25.25,26,25,25.5,25.75,25.25,26,25.25,25.25,26.25,26,25.5,26,25.5,25.5,25.5,25.5,25.75,25.75,26,26.5,25.75,25.75,25.25,25.5,25.25,26.5,25.75,26,25.5,25.5,25.5,25.75,25.25,26,26.75,25.5,25.5,25.75,26.25,25,25.5,25.25,25.5,25.5,26,26.75,25.5,26,26,25.5,26,0,e
16_52_27.114834,30.375,25.75,25.5,24.75,25.5,25.5,25.5,25.25,25.5,24.75,25,26,25,25,26,25.5,25.25,25.5,25.75,25.5,25.25,25.25,25.5,26,25.25,26,25.75,25.75,25.5,26,26,25.75,26.25,26.5,25.5,26,25.5,25,25.25,26,25.75,25.5,25.75,25.5,25.5,25.75,25.25,26.25,26,25.25,25.5,25.75,25.75,25.75,26,25.5,25.5,25,25.5,25.75,25.25,25.5,26,25,25.75,0,e
16_52_27.215058,30.4375,26,26,25.5,25.75,25.5,25,25.5,25.5,25.5,25.25,25.25,25.25,24.75,26,26,26.25,26,25.5,25.75,25,25.25,26,26.25,26.25,25.5,25.25,25.75,25.5,26,25.75,25.5,26.75,25.75,25.75,25.75,25.5,26,25.25,26,25.75,25.75,26,25.25,25.25,25.5,25.5,25.5,26.75,25.5,25.25,25.75,25,25,25.5,25.5,25,26.5,26,26.5,26,25.5,26,25,25.75,0,e
16_52_27.315264,30.4375,25.25,25.75,25,25.75,25.5,25.25,25.5,25.25,26,25.5,25.5,25.25,24.75,25,25.25,25.25,25,25.75,25.5,25,25.25,25,25.25,26,26,25.25,25.5,25.25,25.5,26,25.5,25.75,25.75,25.5,25.75,25.5,25.5,25,26,26,25.75,25.25,25.5,25,25.5,25.5,26.5,27.25,25.5,25.75,25.5,24.5,25.25,26,25.25,26,25.75,26,25.75,26,26,26,25,25.75,0,e
16_52_27.415478,30.4375,24.75,25.75,25.25,26.25,24.75,25.75,25,25.5,25.75,25.5,25.75,25.25,25.25,25.75,26,25.75,27,25,25.75,26,25.25,26.25,25.5,26,25.5,25.25,25.75,25.25,26,26,25.5,26,26.75,26,26,25.5,25.25,25.25,25.75,25.25,26,26.5,25.5,26,26.25,25.25,26.5,26.75,25.5,25.75,26.25,25.75,25.75,26.5,26.25,25.75,25.25,25.75,26.25,25.25,25.5,26.25,25.5,26,0,e
16_52_27.515699,30.4375,26,25.75,25.75,25.75,25.75,25.25,25.25,25.5,25.5,25.5,26,25.5,25.5,25.5,25.25,25.5,25.75,26,26.25,25.25,25.5,26,24.75,25.75,24.75,25.5,26.5,25,26,25.75,25.75,25.75,25.5,25.5,26.25,25.25,25.5,25.25,25.75,26.25,26.5,25.5,26,25.5,26,25.5,26.25,26.75,26,24.5,26,25,25.25,26,25,26.25,25.75,25.75,26.5,26,25.5,26,26,25.5,0,e
16_52_27.615945,30.375,26,25.5,25.5,25.75,24.75,25,25.5,25.75,25.5,25.75,25.75,25.25,24.75,26,25.25,25.5,26,25.25,25.75,25.25,25.25,25.5,25.5,25.5,26.25,25,25.75,25.5,25.75,26,25.25,26.25,25.75,25,26,25.25,25,25,25,25.5,26.25,25.75,25.25,25.75,25.75,25.5,26,26.5,25.25,26,25.75,25.5,25,26.25,25.25,26,25.75,25.25,26.25,25.75,25.75,25.75,25,25.25,0,e
16_52_27.716146,30.4375,25.75,26.25,25.5,25.75,25.25,25.25,25,25,25.75,25.25,25.5,25.25,24.75,25.75,25.25,25.75,25.75,25.75,26,25.5,25.25,26,25.75,25.75,25.75,25.25,25.75,25.5,25.75,25.75,25.75,26,25.75,25.5,25.75,26,25.25,25.25,26,25.75,25.75,25.5,25,25.5,25.25,25.5,26,25.75,25.75,25.25,25.75,25,25,25.5,26,26.5,25.5,25.5,25.75,25.5,25.75,26,25.5,24.5,0,e
16_52_27.816374,30.375,24.5,25.75,24.75,26.25,25,24.75,25,25.75,25.25,25.75,25.25,25.25,25,25.75,25,25.5,25.25,25.25,25.5,25,25.75,25.75,25.25,26,25.75,25.75,25.25,24.75,25.75,25.5,25,25.5,25.75,25.25,25.75,25,25,25.5,26,25.5,25.5,25.75,25.5,25.25,25.25,25.25,26.25,27,25.75,25.25,25.5,25.75,25.5,26,25.25,26.25,26,25.5,26,25,24.75,25.75,25,25.5,0,e
16_52_27.916572,30.4375,25.5,26.25,25.25,25.5,25.5,25,26,25.75,25.25,25.75,25.75,25.25,25.5,25.5,25.5,25.5,25.25,26,25.75,25.5,24.75,26,26,26.25,25.5,25.75,26,25.5,25.5,25.75,25.5,25.75,26.75,26,26,25.5,25.5,25.5,26,25.75,26.25,26.5,25.5,25.75,26,25.5,26.5,27.25,25.5,25.75,25.5,25.5,25.75,26.25,25.25,27.25,25.5,25.5,26,25.75,25.75,26.25,25.25,26.5,1,h
16_52_28.016810,30.4375,26,25.75,26,25.5,25,25,25.25,25,25.75,25,26.25,25.5,24.75,26,26,25.25,25.5,25.75,26,25.75,25.25,25.75,26,26,26,25.5,26,25.25,26,25.75,25.5,26.25,26,25.5,25.5,25.75,24.75,25.5,25.75,25.75,26.5,25.25,25,26,26,25.75,26.5,27.25,25.25,25.5,25.5,25.75,24.5,26,26.5,27.25,25.25,26,26.5,25.75,26,26,27.25,26.25,1,h
16_52_28.117028,30.4375,25.75,25.75,25.5,25.75,25.75,25.5,25.25,25.75,25,25.25,26,24.75,24.25,25.25,25,25.5,26,25.5,26,25.75,25,25.75,26,26.25,26.25,26,26,25.5,25.25,26,25.75,26.5,26,25.75,26,26,25.5,24.75,26.25,26.25,25.75,25.75,25.25,26.25,25.75,26,27,28.5,25.5,25.75,25.75,25.75,24.75,25.5,26.75,27.5,25,25.5,26.25,26,26.25,26,25.25,26.75,1,e
16_52_28.217247,30.4375,25.75,25.75,25.25,25.75,25.5,25,25.5,25.25,25.25,25.25,25.5,25.25,25.5,25.75,25.5,26.25,26,25.75,25.5,25.5,25.5,26,26.5,26,25.25,25.75,26,26,25.5,25.75,25.5,26.5,25.75,25.5,26,25.5,25.5,25.5,25.75,25.25,26,25.75,25.25,25.75,25.25,25.25,26.5,28,26,25.75,26.25,25.5,25.25,26.25,27.5,27.75,25.5,25.75,26.5,26.25,25.75,26.25,26.25,27.5,1,e
16_52_28.317449,30.4375,25.25,25.75,25,25.5,25.25,25,25,25.75,25.5,25.25,25.5,24.75,24.75,24.75,24.75,25,25.5,25,25.75,25.25,25.25,25.75,25.25,26.25,25.5,25.25,25.75,25,25.5,25.5,25.25,25.75,25.5,25,26,25.5,25,25.75,26.5,25.75,25.5,26,24.75,25.5,25.25,26,26.75,27.5,24.75,25.5,25.75,25.25,25.5,25.5,26.25,27.75,26,25.5,25.75,25.5,25.5,26,25.5,28,1,e
16_52_28.417700,30.4375,25.5,25.25,25.5,26,25,25.25,25.75,25.5,25.25,25.5,26,25.25,25.25,25.75,25.5,25.25,26,25.5,26.25,25.5,25.5,25.5,25.25,25.75,25.75,25.5,26,25.75,26,26,25.25,26.75,26.5,25.75,26,25.5,25.5,25.75,26,26.25,26,25.75,25.25,26,25,26.25,27.5,28.25,25.25,25.75,26,25,25.5,26.75,27,27.75,26.5,26,26.75,26,26.5,26.5,26.25,28.25,1,e
16_52_28.517903,30.4375,25.25,25.75,25.25,25.25,25.75,26,25.25,25.75,25.25,25.25,25.75,24.75,25,25.5,24.75,25.5,25.75,25.75,25.75,25.75,25.25,25.75,26,26.5,25.75,25.25,25.5,25,25.75,25.75,26,26.25,26,25.25,26.5,25.5,26,26,26.25,26.5,26.25,25.75,25.75,25.5,26,26.75,27.75,28.5,25.5,25.75,26.5,25.75,25.5,26.75,27.25,28.75,25.75,26,26.75,26,26,26,26.5,27.25,1,e
16_52_28.618136,30.4375,25.25,25.75,25.25,25.25,25.5,25.25,25.25,26,25.5,25.25,25.5,25.25,25.5,26,25,25.75,25.25,25.75,25.5,25.25,25.25,25.5,26,26.75,25.5,25.5,25.25,26,25.75,26.25,25.5,26.25,26,25.5,26.25,25.5,25.75,25.75,27,25.25,26.25,25.75,25.25,26,26.25,26.75,27.5,28,25.5,26.5,25.5,25.75,25,27.5,28,28,25.5,26,25.75,25.75,25,26.75,26.25,27,1,e
16_52_28.718346,30.4375,26.25,25.75,24.75,25.5,25.5,25,25.75,25,25.75,25,25.5,25.25,25,25,24.75,26.25,25.5,25.5,25.75,25.75,25,25.75,25.75,26.25,25.75,25.5,25.25,25.5,25.75,25.5,25.25,25.75,26.25,25.75,26,26,25.5,25.25,26.5,25.75,26.75,25.25,25.75,25.75,26.25,27,28,27.75,25.75,25.5,26,25.75,26,29,27.5,27.5,25.75,25.5,26.25,25.5,25.5,26.25,27,26.5,1,e
16_52_28.818574,30.4375,25.5,25.25,24.25,25.75,25.5,25,25,24.75,26,25.25,25.5,25.25,25.25,25.25,25.5,25,25.75,25.5,25.5,25.5,24.75,26,25.75,26.25,25.75,25.25,25.5,24.75,25.5,25.5,25.75,26.25,26,25.75,26,25.5,25.75,26,27,25.25,25.5,26,25.25,25.25,26.75,26.75,27.75,27,24.5,25.25,26,26,26.5,28.75,27.25,27,25,26,26,26.25,25.75,26.75,26,26.5,1,e
16_52_28.918794,30.4375,26,25.25,25.5,26,25.5,25,25.25,26,25,25,26.25,25.25,25.25,25.75,25.25,25.25,25.75,25.75,26,25.5,25.75,26,25.75,26.25,25.75,26,25.75,25.5,26.25,25.75,25.75,26.25,26,25.75,26,25.75,25.75,26.75,26.75,26.25,26.25,25.5,25.75,25.75,27.25,27.25,28,27.5,25.25,26.25,26,25.75,26.75,28.75,27.25,26.75,25.5,25.75,26.25,26.25,26.75,27.75,25.5,25.75,1,e
16_52_29.019023,30.4375,25.25,25.5,25.5,25.75,25,25.25,26,25.5,25.25,25.5,26.25,25.75,25.25,25.5,25.75,25.25,25.75,25.75,26.25,24.75,25.25,25.5,26,26.5,25.5,25.25,25.75,25.75,25.75,26.25,25.75,26.5,26,25.5,25.5,25.75,26.75,26.5,26.5,26.25,26,25.75,25.75,26,27.75,27.25,28.25,27.25,25.25,26,26.25,26,27.5,28.5,26.5,26,25.75,25.5,26.5,26,26.25,26,25.75,26.5,1,e
16_52_29.119215,30.4375,24.75,26,25.25,26,26.25,24.25,26.25,26.5,25.75,26,26,25.5,25.25,25.75,25.25,26.5,25.75,25.5,26,25.5,25.5,26,26.25,26,25.5,26,26,25.5,26.25,25.5,25.5,26.25,26.5,26.25,26,25.75,26.25,27.25,26.75,25.75,25.75,25.5,25.5,26.25,27.75,27.75,28.25,26.75,25.5,25.75,26,25.75,25.5,27.25,26,26,25.25,26.25,25.75,25.75,26,26.5,26.25,26,1,e
16_52_29.219468,30.4375,26,25.75,24.5,26.25,25.5,24.75,24.75,25.75,26,25.75,25.75,25.5,25.75,25.75,25.75,24.75,26,25.75,25.75,25.25,26,26,26,26.25,26,25.5,25.5,25.5,26.75,26.5,26,25.75,25.75,26.25,26,25.75,27,27.25,26.5,26.25,26.5,25.5,25.25,26.25,28.75,28,27.25,26,25.5,25.5,26.5,25.75,25.75,26.75,26,26.25,25.75,25.75,26,25.75,26,27,25.25,25.75,1,e
16_52_29.319697,30.4375,26,25.75,24.75,25.25,25.25,25,25.5,25.75,24.75,24.75,25.5,25.25,25.75,25.75,25.75,25.75,25.75,25.25,26.5,25.5,25.75,25.75,25.5,26.5,25.75,25.5,26,25.5,26.75,27,25.75,26.75,25.5,25.5,26,26.5,28,28.25,27.75,26.5,25.75,25.25,25.25,26,28,27.25,26.25,26.5,26.25,25.5,25.75,25.75,25.5,25.75,25.25,26,25.25,25.25,25.5,25.25,25.5,26,26,25.75,1,e
16_52_29.419924,30.4375,25,25.75,24.75,25.25,25.25,25,25.25,25.25,25.5,25.75,25.75,25.75,25.25,25.75,25.5,25.75,25.75,25.75,26.25,25.5,25.5,26.25,26,26.75,25.75,25.75,25.75,25.75,27,28,26.5,26.25,26.5,25,26.25,26.25,28.75,28.25,27.25,25.75,26.25,25.5,25.25,26.5,27.25,26.5,26.25,26.75,25.25,25.25,26,25.75,25.75,26.25,26,26.25,26.25,26,26.5,26,25.5,27.25,25.5,25.5,1,e
16_52_29.520122,30.375,25.75,25.25,25,25.5,25.75,25,25.25,25.5,25.25,25.5,26,26,25.5,25.5,25.25,26,26.25,25.75,26.5,25.25,25.75,27,26,26.25,26.25,25.75,25.75,25.5,27.25,28,26.75,26.25,26.75,26,26.75,26.5,28.75,28,27.25,26.5,26.75,26,25.75,26.5,26.5,26,27.5,27,25.75,25.75,25.75,26,25.25,26,26,26.25,25.25,25.5,26.25,25.75,26.25,26.25,25,26,1,e
16_52_29.620350,30.375,25,24.75,25.5,26,26,26,25.75,25.5,25.25,25.5,26,26,25.75,25.75,25.25,26,26,25.75,25.75,25.75,26,27.25,26,26.5,26.5,26.25,26.25,26,27.75,28,26.75,26.5,26.25,25.75,26,27.25,28.5,27.75,26.25,26,26.5,26.5,25.5,26,27,25.5,26.25,26.25,26.25,26.25,26,25.5,25.5,26.25,25.5,25,25.5,26.25,26.25,25.5,25.75,26.5,25.25,25.75,1,e
16_52_29.720733,30.4375,25.75,26.25,25.25,25.5,25,24.75,26,25.25,25.5,25.75,26,25.25,25.75,25.75,25.25,25.75,25.5,26.25,26,26,26.5,27.75,27,26.25,25.5,25.5,25.75,26.75,28.5,28.75,26.75,26.75,26,26,26,27.25,27.75,26.75,27,27,26.5,26,25.75,26.5,26,26.25,26.75,27.25,25.5,25.75,26,25.5,25.75,25.75,25.75,26.25,25,25.75,26,26,26,26.25,25.5,25,1,e
16_52_29.820951,30.4375,25.5,25.25,25.5,26.25,25.25,25.25,25.25,26.75,25.25,25.75,26,26,25.5,26.5,25.5,25.75,25.5,26.25,25.5,25.75,27,27.75,26.75,25.75,26.5,25.75,26,27.25,29,29,26.5,26,26,25.5,25.75,26.5,27,25.75,26,25.5,26.5,25.25,25.25,26.25,25.5,26,26,26,26,25.75,26,25.5,25,26,25.5,25.5,25,25.25,26,25.75,25.5,25.75,25.25,24.75,1,e
16_52_29.921147,30.4375,25.75,26,24.5,25.5,25.5,25.5,25.5,25.75,24.75,25.75,26.25,25.25,25,26.75,26.25,26,25.75,25.75,25.5,25.75,27,27.75,26.75,26,26.75,26,26.5,28,29.25,28.5,26,26.5,26.5,26,26.25,26.25,26.5,25.75,26.25,25.75,26.25,25.75,25.25,25.5,26.25,25.25,26.5,26.75,25.25,26.5,25.75,25.75,25.5,26.5,26,25.75,26,26.25,26.25,26.5,26,26,25.75,25.75,1,e
16_52_30.023699,30.4375,26,25.75,25.5,26,25.75,25.5,25.5,25.5,25.5,25.75,26,25.75,26,26.5,26.25,26,26,25.5,26.5,28,28,27.5,26.5,26,25.75,25.5,26.25,28.25,29,28,25.5,26.5,26.5,25.75,26.25,25.5,26.25,26,25.75,25,25.75,26,26,25.75,25.75,25.75,26.75,26.5,24.75,25.25,26,26,25.5,26,26,25,25.5,25.75,26.5,25.5,26.5,26,25.5,24.75,1,e
16_52_30.123932,30.375,25.5,25.75,25.5,25.75,25.5,25,25.5,25.5,25.75,25.75,25.75,26,26.5,26.75,26,25.75,25.75,25.5,26.5,28,28,27.5,26.5,26,25.75,25.75,26.25,26.5,28.75,27.25,25.75,26.75,26,25.75,26.25,26,25.75,25.25,25.75,25.25,25.75,26,25.75,25.75,25.5,25.5,26,26.75,25.25,26,26.25,25,26,25.75,25.5,25,25.25,26,25.75,25.75,26.5,26.25,26,25.5,1,e
16_52_30.224196,30.4375,26,25.75,25.75,26.25,26.25,25.75,25.25,25.5,25.75,26,26,26.25,26.75,25.75,25.75,25.75,26,26,27,28.5,29,26.75,26.25,26.25,25.75,25.75,26.25,26.5,28.5,26.25,25.75,25.75,26.25,25.25,26,25.75,26,25.75,26.5,25.5,26.75,26,26.25,26,25.75,25.25,26,26.75,26,26,26,25.75,25.75,26,25,26,25.25,26,25.75,26,26.25,26.25,25,25.75,1,e
16_52_30.324441,30.4375,25.75,25.75,25.5,26.25,26.5,25.5,25.5,25.25,25.25,26,26.25,27.25,26.75,25.5,26.25,25.75,26.25,25.75,28.25,28.5,28.5,27,26.5,26.25,26,25.25,26.25,26.5,28.5,26.25,25.75,26.25,26.75,25.75,26,26,25.75,25.75,25.5,25.75,26.5,25.75,25.75,25.75,25.5,25.5,25.5,26.25,25.75,25.75,25.75,25.75,24.75,26.25,25.5,25.25,25,25.75,26.5,25.5,26.25,26,25.75,25,1,e
16_52_30.424691,30.4375,25.75,25.75,26,26.25,25.75,25.75,24.75,25,25.5,25.75,26.75,27.5,27.25,26.25,26,25.5,25.5,25.25,27.75,28.75,28.25,26.75,25.75,26.25,25.75,25.75,26.5,26.5,27.75,26.75,25.5,26.25,26.75,25.75,26,26.25,26,25.75,26.25,26,26.5,26.75,26,26,26,25,26.25,26.25,26.75,26,26.5,25.5,26,25.75,26,26,25.5,25.5,26.5,26.25,26.5,26.25,26.25,25.75,1,e
