timestamp,thermistor,pixel0,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,people_number,confidence
16_23_56.116481,30.3125,25.25,25.25,24,25.5,25.25,24.75,25.5,25.5,24.75,25,25.5,24,25.5,26,24.75,26.25,25.5,25.25,25.5,25.5,25.25,25.75,25.5,26.75,25.25,25,25.5,25,25.75,25.5,25.25,26.25,25.75,25.75,26.25,25.75,25.25,24.75,25.75,25.25,25,25.5,25.5,25.75,25.25,25.25,25.5,25.75,25,25.5,25.75,25.75,25.25,26,25.25,26.25,25.5,25.75,25.75,26,25.75,27,26,25.25,0,e
16_23_56.216638,30.3125,25.75,25.5,24.75,26.25,25,25.25,26,26.25,25.5,25.5,25.75,25,24.25,26,24.75,26.25,25.5,25.5,25.5,25.75,25.5,25.25,25.25,26.5,25.5,25,25,25,25.5,25.5,25,26,25.5,25.25,25.75,25.25,25.25,25.25,25.75,25.5,25.75,25.25,25,25.25,25.5,24.5,26,25.75,24.75,25.5,25.75,25.5,25.25,25.75,25.5,25.75,25.25,25.75,25.75,25.75,25.5,26.25,26,25.75,0,e
16_23_56.316825,30.3125,24.75,25.5,24.5,25.75,25,25,25.5,26.75,25.5,25.5,25.25,25.25,25,25.75,25.75,25.5,25.5,25.5,25.5,25.75,25.5,25.25,25.25,26.25,25.25,24.75,25.75,25.25,26,25.25,25.75,25.5,25.75,25.5,25.75,25,25,25,25.25,25.25,26.25,25,25,25.25,25.5,25.25,26.75,26,24.75,25.25,25.75,25.5,24.75,24.75,25.25,25.5,24.75,25.5,25.75,25,25.25,26.25,25.75,26.75,0,e
16_23_56.416974,30.3125,25.25,25.25,24.75,25.25,25,24.75,25.5,25.75,25,25.25,25.75,25,24.75,25.5,25.25,25.75,25.5,25.5,26.25,25,25.75,25.5,26,26.25,25.25,24.75,25.75,24.75,25.5,25.5,25,25.25,26,25.25,25.5,25.5,25,25,26,25.25,25.25,25.5,25.5,25.75,25.75,25,25.25,26.75,24.75,25.75,25.5,25.25,24.5,25.25,25.5,25.75,25,25.25,25.75,25,25.25,25.25,26.25,26,0,e
16_23_56.517165,30.3125,25,25.25,24.5,25.75,25.5,24.5,25.5,25.25,25.5,24.75,25.75,25.25,24.75,25.5,25.25,25.25,25.5,25.25,25.5,25.25,25,25.75,25.5,25.5,25.5,25,25.25,24.75,25.5,25.5,24.75,26,24.5,25.75,25.75,24.75,25,25.25,25,25.5,25,25.5,25,25.75,25.25,25,25.5,26.25,25,25.25,25.5,25.25,25,26,24.5,25.5,25,25.75,25.75,25.5,25.75,26.5,26.25,25.75,0,e
16_23_56.617372,30.3125,24.5,25.25,24.75,25.75,25.25,25.25,24.75,26,25.5,25,25.75,25,25,25.25,25.5,25.25,25.5,25.75,25.5,25,24.5,25.25,25.5,25.5,25.25,25.25,25.25,25,24.5,25.5,24.75,26,24.5,25.75,25.5,25,25.25,25,25.75,25,26,25.25,25.25,25.25,26,24.75,26,26.5,25.25,25.75,26,25.5,24.75,26,25.5,26,25.75,26,26.25,25.75,25.75,26,26.25,26,0,e
16_23_56.717523,30.25,25,25.75,24.75,25.5,25.25,25.5,24.75,25.75,25,25.25,26,25.25,24.5,25.75,25,26,25.75,25.5,26.25,25.5,25.75,25.75,26,25.5,24.5,25.25,25.75,25.25,26.25,25.5,25.5,25.75,25.5,25.75,25.5,25,25.25,25.5,25,25.25,25.5,25.75,25,25.25,25,25.25,26.25,26,25.5,25.25,26,25.5,24.75,25.75,24.75,25.5,25.5,25.25,25.75,25.75,25.5,26.25,25.25,25.75,0,e
16_23_56.817720,30.3125,24.75,25,25.25,25.75,25.25,24.5,25.5,25.75,25.25,25,25.75,25,24.75,25.5,25.5,26,25.25,25,25.75,24.75,24.75,25.75,25.25,25.75,24.5,24.75,25.75,25,25.5,25.25,25.25,26.25,25.25,25,25.5,25.5,25.25,25.5,25,25.25,26,25.75,25.25,26,25.25,25.5,26.25,25.5,25.25,25,26.25,25.5,25.5,25.5,25.5,25.75,25.25,25.5,26.25,25.75,25.25,26,25.75,27.5,0,e
16_23_56.917847,30.3125,25.75,25.25,25.25,25.5,25.5,25,24.75,25.75,24.75,25.25,26,25.25,24.5,24.75,25.5,25.5,25,25.5,25.75,25.5,24.5,25.75,25.75,26,25.25,24.5,25.5,24.75,26,24.75,25.25,25.75,25.25,25.25,26,25.5,24.75,24.75,26,25.25,26,25.75,25.25,26,25.5,25,26.25,26.5,24.5,25.25,25.5,25.25,25,25.75,26,26.75,24.5,25.75,27,26,25.75,26.25,26.25,26,0,e
16_23_57.018111,30.3125,25.25,25.25,24.5,26,25.25,25,25.5,25.75,24.75,25.5,24.75,26,25,25.5,25,26,25,25,25.75,25,25,25.5,25.75,26.5,25.5,25,25.25,25.25,25.75,25.75,25,25.5,25.5,25.5,25.75,25.5,25,24.5,25.25,25.25,25,25.5,25.25,25.25,25,25,25.75,26.25,25.25,25.25,25.5,25,25,25.5,25,26,25,25.75,26,26.25,24.75,26.25,26,26.5,0,e
16_23_57.118296,30.3125,25.25,25,25.25,25.75,24.75,25,25.25,25.75,24.5,24.75,25.75,25.5,24.75,25,25.5,25.5,25,25.25,25.75,25.25,25,25.25,25.75,26.5,25.25,24.5,25,25.25,25.25,25.75,25,26,25.25,25.25,25.75,25.25,25.25,24.5,25.25,25.25,25,25.5,25.25,25.25,25,25,25.75,26.25,25.25,25.75,25.75,25.5,25.5,25.75,25.5,26,25,26,26,26.25,25.25,25.75,26,26.5,0,e
16_23_57.218458,30.3125,25.25,25.25,25.25,25.25,25.75,25.5,25,25,25.5,25,25.25,25,25.25,25.5,25.25,25.5,25.25,25.75,25.5,25,25,25.5,25.25,25.75,25.25,24.75,25,25.25,25.5,25.75,25.5,26,25,25.5,26,24.75,24.75,25.5,25.75,25.25,26,25.5,25.5,25.5,25.5,25,25.75,26.75,25.25,25.75,25.75,25.5,25.5,26.25,25,26,25.5,26.5,26,26,25,25.5,25.75,25.75,0,e
16_23_57.318622,30.3125,25.25,25.5,25,24.75,25.5,25,24.5,26,25,25,25.75,25.5,24.75,25.25,25.5,26.5,25,25,26,24.75,25.25,25.5,26,25.5,25.75,25,25.25,25.5,25.5,25.5,25.5,26.5,25.5,25.75,25.5,25.25,25,24.75,26,25,24.5,25.5,25,25.75,25.25,25.25,26,26,24.75,25,25.5,25.25,25,26.25,25,26,25.5,25.75,26,26,25.25,26,26.75,26,0,e
16_23_57.418786,30.3125,24.5,25.5,24.75,26.25,25.75,25.25,25.25,26.5,25.5,25,25.5,25.25,24.75,26,25.25,25.25,25.5,25,26,25.25,25.25,25.5,25.75,25.75,25.25,25,25.25,25.75,25.5,25.25,25.75,25,25.5,25.5,26,25.5,25.25,25,25.5,25.75,25.25,25.75,25.5,25.75,25,25.5,25.5,26.5,24.5,25.25,25.75,25.5,24.5,26.25,25.5,25.5,25,26.25,25.75,25.25,25.75,26.25,25.75,26.25,0,e
16_23_57.518995,30.3125,25.5,25.5,24.75,25.25,25,25,25.25,26.5,25,25.25,25.5,25.25,24.75,25.5,25.5,25.75,25.25,25.5,25.5,25.5,25.25,26,25.5,26.25,25.5,25,25.25,25.25,25.75,25.5,25.25,25.25,25,25,26,25.25,25.25,25.5,25.75,25,25.75,25.75,25,26,25.25,25.5,25.75,26,25,25,25.75,25.25,25.25,25.25,25.25,26,25,26.25,25.75,25.25,25.75,26.25,25.75,26.5,0,e
16_23_57.619211,30.3125,24.25,25.5,24.75,25.5,25.25,24.75,25.5,26,24.5,25,25.25,25,24.75,26,25,25.75,25.25,25.5,25.25,25.5,25,25.75,26,26,24.75,24.75,25,25,25,25.5,25.5,25.5,25,25,26,25.25,25.5,24.5,25.25,25.25,25,25.75,25,25.25,25.25,25.25,25.75,25.75,24.75,25.25,25.75,25.25,24.75,25.75,25.25,26,24.75,25.25,25.75,25.5,25.75,25.75,24.5,26.5,0,e
16_23_57.719339,30.3125,25.5,25.25,25,25,25.5,24.75,25.75,26,25,25.5,26,25,25.25,25.5,25,25,25.75,25.25,25.5,25.25,25.25,26,25.75,25.75,24.75,25,25.5,25.5,25.5,25.5,25.25,26.25,25,25.75,25.5,25.25,25,25.5,25.5,25.5,26,25.25,25.5,25.5,25.75,24.5,26.25,25.5,25.5,25,25.75,25.75,24.75,25.75,25.75,26.75,25.25,26.25,26,26,25.25,25.75,26,26.5,0,e
16_23_57.819597,30.3125,25.75,24.75,24.75,25.25,25.25,25.25,25.75,26.25,25.5,25.5,25.75,25,25.5,25.5,26,25,24.75,25.5,25.75,25,25.25,25,26,25.5,25,25.5,25.5,24.75,25.25,25.75,25.25,25.75,25.75,25.25,25.75,25.5,25,24.75,25.25,24.25,25.25,25.25,24.75,26,25.5,24.75,25.5,26,25,26,24.75,25.5,25.25,26,25,25.75,25,25.75,25.75,25.25,24.75,25.5,25.5,25.75,0,e
16_23_57.919783,30.3125,24.75,25.5,25,25,25.5,24.5,25.75,25.75,25,25.5,25.75,25.75,24.5,25.75,25.5,26,25.25,25.5,26,25.5,25.25,25.5,26,26,25.25,25,25.75,25,25,25.25,25,25.75,25.75,25.5,25.75,25.25,24.75,24.75,25.5,25.25,25.5,25.75,25.25,26,25.5,25.25,26,26.25,25.25,25.25,26,25.25,25.25,26,25,25.75,25.25,25.75,26,25.25,24.75,25.5,25.5,25.75,0,e
16_23_58.020014,30.3125,25.75,25.25,24.75,25.5,25,25.25,25.75,26.5,24.75,25,25.5,25.75,25.5,26,25.25,26.25,25,25.25,25.75,25.5,25,26,26.25,26,25.5,25.25,25,24.75,25.25,25.75,25.25,26.75,26.25,25.5,25.75,25.5,24.75,25.25,26,25.25,25.75,25.75,25,25.75,25.25,25.25,26,26,25,25.25,25.75,25,24.5,26.25,25.5,25.5,25,25.25,26.25,25,26,25.75,25.75,26.75,0,e
16_23_58.120151,30.3125,25,25.5,24.75,25.25,25.75,24.75,25.25,25.5,25,25.5,25.75,25,25,25.5,25.5,25.75,25,25.5,25.5,25,24.5,25.5,25.5,25.75,25.25,25,25.5,25.25,25.25,25.25,24.75,26.5,25.75,25.25,26,24.75,25,25.25,25.5,24.25,25.75,25.75,25.5,25.25,25.25,25,25.5,25.75,24.5,25.25,25,25.5,25,25.75,25.25,25.75,25,25.5,25.75,25.5,25.5,25.75,25.25,25.75,0,e
16_23_58.220310,30.3125,25.5,25.5,25.5,25,25.75,25.25,26,26.5,25,25,26,25.5,25.25,25.75,25.25,25.5,25.25,25,26,25.5,25.25,25.25,26,25.75,25.25,24.75,25,25,26,24.75,25.5,26.25,25,25,25.25,25.25,25.25,25.25,25.5,25.75,26,25.5,25.5,25.5,25.25,25.5,25.5,26.25,24.75,25.25,26.5,25.5,25,26,25.5,26,24.75,26,26.25,26,24.75,26,26,25.75,0,e
16_23_58.320502,30.3125,25.25,26.25,24.75,25.75,25.25,25,25,26,25.5,25.5,26,25,25.5,25.75,25.5,26,24.5,25,26.5,25.5,25.5,25.5,25.5,26.25,25,25,25.25,25,26,25.75,25.5,26,25.75,25,25.75,25.75,25.25,25,25.5,25.5,25,25.25,25,25.25,25.25,25.25,26,26,25.75,26,25.75,25.5,25,26.25,25.75,25.25,24.25,25.25,25.5,25.25,25.5,26.25,26.5,27,0,e
16_23_58.420646,30.3125,24.75,25.75,24.75,26,25,25.5,25.75,26.25,24.5,25.5,25.5,25.5,24.5,25.5,25.5,26,25.25,25,25.25,25,25.25,25.5,26.25,26,25.25,25.5,25.25,25.25,25.75,25.5,25,25.75,25.25,25.5,26.5,25.25,25,25.5,25.75,24.5,26,25.75,24.75,25.25,25.5,24.25,25.5,26,24.5,25.5,25.25,25.5,24.75,25.5,25.25,26,25,25.25,26.25,25.5,25.25,25.5,26,26.25,0,e
16_23_58.520830,30.3125,25.5,25.25,24.75,25.5,25.5,24.75,25.75,26,25.25,25.75,26,25,25,25,25.25,25.75,25.5,25.25,25.5,25.75,25.25,25.75,26,26.25,25.25,25.25,25.5,25.25,25.75,25.25,25.75,25.75,25.5,25.5,26,25.25,25.25,25,25.75,25.5,25.5,25.5,25,25.5,25.25,25,25.75,26.25,25,25.25,25.5,25.25,25,25.5,25,25,25,25,25.75,25.25,25.5,26.25,25,26.75,0,e
16_23_58.621146,30.3125,24.75,25.25,24.75,25.25,25.25,24.25,25.75,25.75,25.25,25.25,25.25,24.75,24.75,25.75,26,26,24.25,25,25.25,25.25,25.25,26,25.25,26,25,24.75,25.75,25,25.5,25.5,25,25.25,25.5,25.25,25.75,25,25,25,26,24.25,25.25,25.5,25,25.75,24.75,24.5,25.75,26.75,24.25,25,26.25,25.5,25,26.25,25,25.5,24.75,25.5,26.5,26.25,25.75,25.25,25.5,25.25,0,e
16_23_58.721477,30.25,25.25,26,24.75,25.5,25.5,25.25,25.5,26.25,25,25,25.75,25,25.25,25.5,25,25.75,25.75,25,25.75,25,25,24.75,25.25,26,25.25,24.75,25.5,25.25,25.5,25.25,25.25,25.75,25,25.25,25.75,25.5,24.5,25.5,25.5,25.25,25.75,25.25,25.5,25.5,25.5,25,25.75,26.5,25,25.5,25.75,25.25,25,25.75,25,24.5,25.25,25.5,26.5,25.75,25.25,25.5,25.5,26.25,0,e
16_23_58.821686,30.3125,25,25.25,24.75,26,25.5,25,26,26.25,25,25.5,25.5,25,25,25.25,25.75,25.75,25.25,25.5,26.25,25.75,25.25,26.25,25.5,26,25.5,25,25.5,25,25.5,25.25,25.5,26.25,26,26,25.75,25.25,25,25.5,25.25,24.75,25.5,25.75,25.25,25.75,24.75,25,25.5,26.5,25.25,25.5,25.75,25.25,25.5,26,25.5,26,25,26.25,26.25,26.25,25.75,26.5,25.75,26.75,0,e
16_23_58.921845,30.3125,25.5,25,25.5,25.25,25.5,25.25,25,26.5,25.25,24.75,26,25.25,24.75,25.25,25.75,25.75,26,25.5,25.75,25.25,25,25,26.25,26.5,24.75,25.5,25.5,25,25.5,25.25,25.75,25.75,25.75,25.75,25.75,25,24.75,25.25,25.75,25,25,25.5,25,25.5,25.5,25.75,26.25,25.75,25.25,25.25,25.75,25.25,25,25.75,25.5,25,25,25,26,25.75,25.25,26.5,26.25,26,0,e
16_23_59.022029,30.3125,24.75,25,24.75,26,26,24.5,25,26,25.5,25.25,25.25,25.25,25,26,25.25,25.75,25.75,25.75,25.5,25.25,25,25.75,25.75,26,25.25,25,25.25,25.5,25.5,25.75,25.75,26,25.25,25.5,25.75,25,25.25,25.5,25.25,25.25,25,25,25.75,25.25,25.25,25.25,25.75,26,25,25.5,25.5,25.75,25.25,25.75,25.75,26.5,25,25.5,25.75,25.75,24.75,26.25,26.25,26.5,0,e
16_23_59.122190,30.3125,24.5,25.25,24,25.75,25.75,25.25,25.25,25.25,24.5,25,26,24.75,24.5,25.25,25.25,25.75,24.5,25.25,25.75,25,25,25.5,25.25,25.75,24.75,25.25,25.5,25,25.75,25.5,25.5,25.25,25.25,25.25,25.75,25.5,25,25.25,25.25,25.25,25.75,25.75,25.25,25,25.25,25,25.75,26,24.5,24.75,26,25,25.5,25.5,25.25,26.25,25,24.75,26,24.75,26,25.5,25.5,25.75,0,e
16_23_59.222404,30.3125,25.25,26.25,25.25,25.75,25.75,25.25,25.25,26.5,25,25.75,25.75,25.5,25.25,26,25.25,26,25,25.75,25.75,25.75,25.25,25.5,26,26,25.25,25,25.75,25.25,25.75,25.25,26,25.75,25.25,25.5,26,25.75,25.5,25,25.5,24.75,26,25.75,25.25,25.75,25.5,24.75,26.5,25.5,24.75,25.5,26,25.25,25.5,25.5,25.5,26,25,25.5,26,26,25.25,26.75,26,26,0,e
16_23_59.322620,30.3125,25.25,25.75,25,25.75,26.5,25.25,26,26,25.5,24.5,26,25.25,25,25.75,25.75,25.5,25.25,25.75,25.25,25.25,25.25,25.75,25.75,26.5,25.25,25.75,25.5,25,25.75,25.5,25.25,26,25,25.25,25.75,25.5,25.25,24.75,26,25.25,25.75,25.5,25.25,25.75,25.5,25.25,26,26,25.25,25.5,25,26,24.75,25.5,25.5,25.75,26.25,25.75,25.75,25.75,25.5,26.75,26,26,0,e
16_23_59.422815,30.3125,25,25.75,24.75,25.75,27,25.25,25.5,26,25,24.75,25.75,25.5,24.75,25.25,25,25.75,25.75,25.5,26.5,25.25,25.25,25.75,25.25,26,25.25,25,25.5,25.25,25.5,25.75,25.25,26.75,25.25,25.75,26,25,25.75,25.25,26.25,25.75,25.25,25.75,25.5,25.5,25.5,25.5,26.25,26.25,25,25.5,25.75,25.25,25.25,26,25.75,26.25,24.75,26,26,25.75,25.25,26,25.75,27,1,h
16_23_59.523035,30.3125,25,25.75,25.5,26,27.25,25.75,25.25,26,25.5,25.75,25.25,25.75,26,26,25.25,26,24.75,25.25,25.5,25.5,25.25,25.75,26,26.5,25.5,25,25.5,24.75,25.75,25.75,25.5,26.25,25.5,25.5,25.25,25,25.25,25.5,25.25,25.25,25.75,26,25.5,25.75,25.5,25.25,25.75,26.5,24.75,25.5,25.75,25.5,25.5,25.75,24.75,26.75,25.75,26,26.75,25.5,25.75,26.25,25.75,26.75,1,h
16_23_59.623250,30.3125,25.25,25.75,25.5,26.5,27.25,26.5,26,26.25,25,24.75,26,25,26,25.5,25.25,25.75,25.75,25.25,25.25,25.25,25.75,25.75,26.25,26.25,25.25,25.25,25.5,25.25,26,25.75,25,26,26,25.5,25,25.25,25.25,24.75,24.75,24.75,25.75,24.75,24.75,25.75,25.5,25.25,26.25,25.75,24.75,24.5,25.75,25.75,25,25.5,25.25,26.5,25.25,25.5,26.25,25.5,25.25,25.5,26,26,1,h
16_23_59.723460,30.3125,25.5,25,25.5,26.75,28.25,27.25,26.25,25.75,24.75,25,25.5,25.75,27.25,27,25.25,25.75,25.5,25.75,26,25.5,25.5,26.25,25.75,26.25,25.5,25.25,25.75,25.5,26,25.5,25.25,26,25.5,25.25,25.75,26,25.5,25,25.5,25.25,26.25,26.25,25.25,25.25,25.75,24.75,26.25,26,25.25,25.25,25.75,25.75,25.25,25.75,26,25.25,25.75,25.75,26.5,26.25,25.5,26.5,26,26.25,1,e
16_23_59.823664,30.3125,25,26,25.25,26.5,28.5,28.25,26.25,26.5,25,25.25,25.75,26.25,27.5,27.25,26.5,26,25,25,26,25.75,25.75,26,25.5,26,25.75,25.25,26,25.5,26.25,25.75,25,26,25.5,25.5,25.75,25.25,25.25,25.5,25.5,25.5,25.25,26,25,25.75,26.25,24.75,26,25.75,25.25,26,25.75,25.5,25.75,25.75,25,25.5,25.5,26.75,26,26,25.5,26.25,25.75,26.5,1,e
16_23_59.923881,30.3125,25.5,25,25.75,25.75,27.75,28.25,26.25,26.25,24.75,25,25.75,26.75,28,28.5,25.75,25.75,25.5,26,25.75,26,26.5,26.5,26,26,25.5,24.5,25.75,24.75,26,25,25.5,25.75,25.75,25.5,26,25.25,25.25,25,25.5,26,25.75,26,25.5,25.75,25.25,25,26.25,26.25,24.75,25.25,25.25,25.25,25,26,25,25.5,25.25,26,25.5,26,26,25.75,26.5,26.25,1,e
16_24_00.024116,30.3125,25,26,25.25,25.75,27,26.5,26.5,26.5,25,25.25,25.5,27,28.25,28.75,26.75,26,24.5,25.25,26,26.75,27.5,28,26.25,25.75,25.25,25.25,25.75,25.25,26.5,25.75,26,26,25.25,25.25,25.75,25.25,25.5,25.25,25.25,25.25,25.75,25.5,25,25.75,25.25,25,25.75,26.25,25,25,25.75,25.25,25.25,26.25,25.25,25.5,25.25,25.75,26,25.5,25.5,26.25,25.25,26.5,1,e
16_24_00.124346,30.3125,25.25,25,24.5,25,26.25,25,25.75,26.25,25.5,25.25,26,25,26,26.75,26.25,25.75,25.25,26,26,26.75,28.25,28.75,27.25,26.5,25.25,24.5,26,25.75,28.25,27.5,26.5,26,25.75,25.5,25.75,25.5,25.75,25,25.75,25.25,25.5,25.5,25.5,25.5,25.25,25.25,25.75,26,25,25,25.75,25.25,24.75,25.75,25.25,26.25,24.75,25.5,26,25.5,25.5,26,25.5,25.75,1,e
16_24_00.224553,30.3125,26,25.75,25.75,26,25.5,25,25.5,25.75,25,25.5,25.75,25.75,25.5,26.25,26.25,26.25,25.25,26,26,26.25,27.25,26.5,26.5,26.5,25,25.5,25.5,27.75,29.25,28.75,26.75,27,25.5,25.5,25.5,26,27,27.75,26.75,25.5,26,25.5,25.25,26,26.25,26,26.5,27.25,24.75,25.25,25.75,25.75,25.25,26.25,25,26,25,25.25,25.25,26,24.25,26.25,26,26.75,1,e
16_24_00.336942,30.3125,25.5,25.25,25.5,25.5,25.75,24.75,26.25,26.25,24.75,25.25,25.25,25.5,24.75,25.5,25.75,26,25.5,25.5,25.5,25,25.75,26,26,27.25,25.5,25,25.5,26.75,28.25,27.25,25.75,26.5,25.5,25.75,25.75,27.25,28.5,27.75,27,25.5,25.75,25.75,25.5,26,26.75,27.75,26.5,27,25,25,25.5,25.5,25.75,26.75,25.5,26.25,25.25,25.5,25.25,25.75,25.75,26.75,26,27.25,1,e
16_24_00.425094,30.3125,24.75,25.75,25.25,25.75,25,25.5,25.25,26.5,25,25.25,26,25.25,25.25,25,24.75,25.75,25.25,25.5,25.5,25.75,25.25,25.5,26,26,25.25,25,25.5,25.75,26.25,25.5,25.75,26.25,25.5,25.5,26.25,27.75,28.75,26.75,26.5,25.25,25.5,25.5,25.5,26.75,28.5,27.75,27,26.25,25.5,25.25,26.5,25.75,25.75,28.25,26,25.25,25.5,26,25.75,26,25.75,26,26.25,26.75,1,e
