timestamp,thermistor,pixel0,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,people_number,confidence
18_14_08.282309,30.625,25.75,25.75,25.75,26.75,25.75,26.25,25.75,25.5,25.75,25.5,25.75,26,25.5,26.5,25.5,26,25.5,26.25,26.25,26,25.5,26,25.75,26.25,26.5,25.75,26,26,26,26.25,25.5,26.5,26,26.25,26.75,26.25,26.5,25.75,26,25.75,26.25,26.25,26.25,26.5,26.5,26,26.5,26.5,25.5,26.5,27,26.25,25.5,26.25,25.75,26,25.5,26,27.25,26.75,26.25,26.25,25.75,25.5,0,e
18_14_08.382547,30.625,26.5,26.25,25.75,26,26,26,25.75,26,26.25,26.5,26.75,26,26.25,26.25,26,26,25.75,26.5,27,26.25,25.75,26.25,26.5,26.25,26.5,25.75,26,26.25,26.5,26.75,25.75,26.5,26.25,26,26.5,26,26.25,26,26.75,25.75,26.25,26.5,25.75,26.5,26.5,26,26.75,26.75,25.5,26,26.25,26,26,26.5,25.75,25.5,26,26,25.5,25.75,26.25,26.5,25.5,25.25,0,e
18_14_08.482741,30.5625,26.5,26.5,25.75,26.5,26,26,26.25,26.5,25.5,26.5,26.75,26.25,25.75,25.75,26.25,26.5,25.75,26,26.5,25.5,26,26.75,26,25.75,26,26.25,26.25,26.25,26.5,26.75,25.75,26.5,26.25,26,26.5,26,26.25,26,26,25.75,26.5,26.5,26.25,26.25,26.5,25,26.5,26,25.25,25.5,26,26,25.75,25.25,26.25,25.5,25.25,26,26.25,26,26.5,26.5,25.75,26.5,0,e
18_14_08.582957,30.625,26,26,26.25,26.5,26.25,25.25,26,26.5,26.25,25.75,26.75,25.5,26.25,26.5,25.25,26.25,25.75,26,26.5,26,25.5,26.25,26.5,26.25,26,26,26,25.75,26.25,26,25.75,26,26.25,26.25,26.5,26.5,25.5,26,26,25.75,26.5,26.5,26.5,26.5,26.25,26.25,27,26.5,25.5,26.25,25.75,26.75,25.25,25.75,26,26.25,25.25,25.75,26.25,26.5,26,26.5,26.25,25.25,0,e
18_14_08.683163,30.5625,26.25,26.5,25.75,26.5,25.75,25.75,26.25,26.75,26,26,26.5,26.25,25.75,26.25,25.5,26.5,26,26,26.75,26,26,26.5,26.25,26,25.75,25.75,26,26.25,26.5,26,25.5,26.25,26.5,26,26.75,26.25,26.25,25.75,26.5,26.25,25.5,26.5,26.5,26,26,25.25,26.75,26.25,25.75,25.75,26.5,26,25.5,25.75,26,25.75,24.5,26,26.25,26,25.25,26,25.5,25.75,0,e
18_14_08.783373,30.625,25.75,25.5,25.25,26.25,26,25.25,25.75,25.5,25.75,25.5,26.5,26,25.5,25.5,25.75,25.75,25.75,25.75,26.25,26,26,27,25.25,25.75,25.5,25.75,26,26,26.5,26,25.25,25.5,26.25,26,26.25,26.25,25.75,25,26.25,26,25.5,25.75,25.75,26,26,25.25,26.75,27,26,26,25.5,26,26.25,26.25,25.5,25.5,25.25,26,26,26.25,25.75,26.25,25.75,26,0,e
18_14_08.883599,30.625,26.25,26,25.5,26,26,26,26.25,26.75,25.75,26,26.5,26.25,26,26.25,26.5,26.25,26,25.5,26.75,26,25.75,26.5,27,26.5,25.75,26,26.5,26.25,26.75,26.5,26,26.75,26.75,26.5,26.75,26.25,26.5,25,26.25,25.75,25.5,26.25,26.25,26.75,26.5,26,27,27,26,26,25.5,26,26,26.25,25.5,26,25,25.75,26.5,25.75,26.25,27,26.5,26,0,e
18_14_08.983815,30.625,26.25,26,25.5,26.25,26,25.75,25.75,26,25.5,25.75,26.25,26,26,26.5,26.5,26,26,26.25,26.5,26.5,25.75,26,26.75,26.25,25.75,26,26.25,26.5,26.5,26.25,26.25,26.5,26,26.25,26.25,26.25,26,25.75,26.75,25.5,26.5,26.5,26,26.75,26.5,25.75,26.25,26.75,25.75,25.25,26.25,26,26,26.75,25.5,25.5,26,26,26.5,26.25,25.75,25.75,25.75,25.75,0,e
18_14_09.084014,30.5625,26,26.5,26.25,26.25,26.25,25.75,25.5,26.5,25.5,25.75,26,25.75,25.5,26.75,26,26,26.25,25.75,26,26,25.75,26.75,27,26.75,25.75,25.75,26.25,25.75,26.5,25.75,26.25,26.25,26.5,26,26.75,26.25,25.5,25.75,27,26,26.5,26,25.75,26,26,25.75,27,26.75,25.5,26,26.25,26,26,26.75,25.5,25.5,26,26,26.5,26.25,25.75,26.5,26,25,0,e
18_14_09.184276,30.5625,26,26.25,25.75,26,26,25.5,25.75,26.75,26,26,26.25,26.5,26,26.75,26,26.25,26.75,26,26.75,26.25,26.25,26.25,26.5,27,25.75,26,26.25,26,25.75,26.25,25.5,25.75,26,26,26.25,26.5,26.25,25.75,26,26,26,26,26,26.5,26.5,26,26.75,26.5,25.75,25.75,26,26,26,25.75,25.5,24.75,24.75,26.25,26,26,26,26,25.25,26,0,e
18_14_09.284471,30.625,25.75,26.25,25,26,26,25.75,26,26.25,26,25.5,26,26,25.5,26,25.75,25.5,25.75,25.75,26,26,26,26,27,26,25.5,25.75,26.25,25.5,25.75,26,25.5,26.25,26,25.75,26,25.5,25.75,25.5,26.25,25.5,26.5,26,25.75,26.25,26,25.5,27.25,27,25.75,25.75,26,26,26,25.75,25.5,24.75,24.75,26.25,26,26,26,26,25.25,25.5,0,e
18_14_09.384715,30.625,26,26.5,25.5,26,26,26,26.25,25.75,26.25,25.5,26.25,26,25.75,26.5,26.5,26.25,26,26.5,26.5,26.25,26.25,26.75,27,26.5,26,26,26.25,26,26.5,26.5,25.25,26.25,25.75,26.25,26,25.75,26.25,26,26.25,25.75,26.5,27.25,26,26.5,26,26.25,26.5,26.5,25.5,25.5,26.75,25.75,25.75,26.5,25.5,26.25,26,26,26.25,26.5,25.25,26.5,25.5,25.5,0,e
18_14_09.484917,30.625,26,26.75,26.25,26.5,26.25,25.75,27,26,25.75,25.75,26.25,25.75,26,26.25,26,25.5,26,26.75,26.5,26,25.75,26.75,26.25,26.5,25.75,26,26.25,25.75,26.25,26.5,26.25,26.75,26.5,26.75,26.5,25.75,25.75,26,26.5,25.5,26.5,26.5,26,26.5,26.5,26.25,26.75,27,26,26,26.75,25.5,26,26,25.75,26.5,25.5,26,26.75,25.75,26,27,25.5,25.5,0,e
18_14_09.585160,30.625,26.25,26.5,25.75,26,26.25,25.5,26,26.25,25.5,25.25,26.25,26,25.75,26.5,26.25,26.25,26.25,25.75,26.25,26,26.25,26.5,26.5,26.5,25.5,25.5,26,25.75,27.25,26.5,26.25,25.75,27,26,26.5,25.75,25.75,25.5,26,25.25,26.25,26.25,25.25,26.75,26.25,26.25,26,27,25.5,26.25,27,26.25,25.25,26.5,25.75,25,25.75,26,26.5,26.25,25.25,26.5,25.75,26,0,e
18_14_09.685374,30.5625,25.5,26.5,25.25,26,26.5,25.75,26.25,26,25.75,25.75,26.25,25.75,26.25,26,26,26.25,26.25,26,26.25,25.75,26,26.5,26.25,26.25,26,25.75,26.5,26.25,26.5,26,25.75,26,25.75,25.75,26.5,26.25,25,26.25,26.25,25.5,26.75,25.75,25.75,25.75,26.25,26,26,26.25,25.25,25.75,26,25.5,25.5,25.75,25.75,25,25.75,26.5,27,26.25,25.25,27.25,25.25,26.25,0,e
18_14_09.785586,30.625,25.75,25.75,25.25,25.5,25.75,26,25.75,25.75,25.5,26,26.25,26,25.75,26.25,26.5,26,26.25,26.25,26.25,26.25,25.5,26.5,26,25.75,25.25,25.75,26,25.5,26.25,25.75,25.75,26,26,26.25,26.25,25.75,26,26,26,25.5,25.5,26.25,25.5,26.25,26,26,26,26,25.75,26,25.5,26.25,25.25,26.5,26,25.25,25.25,25.75,25.75,25.75,25.75,26.25,25.25,25.5,0,e
18_14_09.885802,30.625,25.25,26,25.5,26.5,26,26.5,25.75,26,25.25,26,26,26.25,26,26.25,25.75,26,26,26.5,27.25,26.25,26.25,26.75,26.5,26.25,25.5,26.25,26.25,25.75,26.5,26.25,26,27.25,27,26.25,26.5,26.25,26.25,26,26.25,25.25,26.5,26.75,25.5,26.25,26,25,26.5,26.75,25,25.5,25.75,26.5,25,26,25.75,26.25,25.5,26,26,25.75,26,26,25.5,25.5,0,e
18_14_09.986057,30.625,26.5,26.25,25.25,26.5,25.75,26,26.25,26.25,25.75,26,26.5,26,26,26.75,26.25,26,26.25,26.25,26.75,26.25,26.25,26.5,26.25,26.25,25.75,25.5,26,26,26.25,26.5,26,26,26.5,26,26.75,26.5,26,26.25,27,25.5,26.25,26.5,26.25,26.5,25.75,26.5,26.75,26.5,25.75,26.5,26.25,26,26.25,26.5,25.5,26,25,26.5,26.75,26.25,26.75,26.5,25.5,25,0,e
18_14_10.086264,30.5625,26.5,26,25.5,26,26.5,25.25,25.5,26,25.75,26,26.5,25.5,26,26.5,26,26.5,26,25.25,26.25,26.25,26.25,26,26.5,26.25,25.75,25.75,26.75,25.5,26.25,27,25.5,26.5,26.5,27,26,26.25,25.75,26,26,26,26.5,26.25,25.75,26.5,26,26.25,26.25,27,25.5,25.75,26,26.5,25.75,26.25,26,26.25,25.5,26,26,25.5,26.25,26.5,25.5,25.25,0,e
18_14_10.186486,30.625,26.25,26,26.25,26.25,26.25,26,26,25.5,25.25,26,26.5,25.75,25.75,26.5,26,26.25,26.25,26,26.5,26,25.75,27,26.25,26.25,25.75,25.75,26,26,26.75,26.25,26,26,26.5,26.25,26.5,26.5,26,25.5,26.75,26,26.75,26.25,26.25,26.25,25.75,26.25,26,26.25,26.25,26,26.75,26,26,26,25.5,25,26.25,26.5,26,26,25.75,26.5,25.5,25,0,e
18_14_10.286692,30.625,25.75,26.5,24.75,26.5,25.5,25.5,25.5,26.25,26,25.75,25.75,25.75,25.5,26.25,25.75,26,25.5,26,26,25.75,25.25,25.75,26,25.75,25.75,25.75,26.25,25.75,26.25,26,25.5,26,26,26.25,25.75,25.75,25.5,26,25.75,25.5,26.25,26,25.5,26,25.75,25.5,26,25.75,25.25,25.75,26,26,26,26,25.25,25.5,25,25.75,25.75,25,25.5,25.75,25.5,24.75,0,e
18_14_10.386918,30.625,25.5,26.5,25.5,26,26.5,25.5,26,26.5,26,26.25,26,26,26,25.75,25.75,26.25,27,25.75,26.25,26.25,26.25,26.5,26.25,26.25,25.5,26,26.25,25.75,27.25,26,26,26,26.75,26.25,26.5,26,26.25,26,25.75,25.75,26.5,26,26,26,26,26,26.75,26.25,26,26.25,25.75,26.25,25.5,26.5,25.75,25.5,26,26,26.5,26.5,25.75,27.25,26.25,25,0,e
18_14_10.487139,30.625,26,26,26,26,26,25.75,25.5,26.25,26.25,25.5,26.25,26,25.75,26.25,26,26.25,26.25,26.25,27.25,26.25,26.25,26.75,26.75,26.75,25.75,25.25,26.5,25.75,26.5,26.5,26.25,25.75,26.25,26.5,26.75,26.25,26,26,26.5,26.25,26.25,26.25,25.5,26.75,26.25,26,26.5,27,25.5,26,27,26,26,26,25.75,26.25,25.75,25.75,26.5,25.25,25.75,26.25,26.5,24.75,0,e
18_14_10.587367,30.625,26.25,26.25,25.5,26.25,26,25.25,26.75,27.25,25,25.75,26.5,26.25,26,26.5,26.5,26.75,26.25,26,26.5,26.25,26.25,25.75,26.75,26.75,25.5,25.75,26.25,25.75,26.5,26,25.25,26.5,26.25,26.5,26.75,26.25,26.25,26.25,26,25.75,26.5,26.25,26,25.75,26.25,26,27,26,25.5,26,26.5,26,26,26.25,26.25,25.5,25.25,25.75,26.75,26.25,25.5,26.5,25,25.5,0,e
18_14_10.687567,30.625,26.5,26.5,26,26.75,26,26,26.5,26.75,26.5,26,26.5,26,25.75,26.25,26.25,26.75,26,26.25,26.5,25.75,26.25,26.25,26.5,25.5,26.5,26,26.5,25.25,26.5,26.25,25.75,26,26.25,26.75,26.25,26.5,25.75,26.25,26.5,26,25.75,26,26.5,26.25,25.75,25.75,27,26.75,25.75,25.75,26.25,26.5,25.5,26,25.5,25.75,25.5,26,25.75,27,25.5,26.5,25.5,24.5,0,e
18_14_10.787780,30.5625,25.75,26,25.5,25.75,25.25,26,25.25,26.25,25.75,25.25,26,26,25.75,26,25.75,25.75,25.75,25.75,25.75,26,25.75,26,26.25,26,25.25,25.75,26,25.75,26,26,25.5,26.25,25.75,26,26,26.25,25.75,25.75,26,25.5,25.5,26.25,25.5,25.5,26.25,25.75,26,25.75,25.25,26.5,26.25,25.5,25.25,25.75,25.25,25,25,25.5,26.25,25.5,25.75,25.75,25.25,25.75,0,e
18_14_10.888019,30.625,26.75,25.5,25.75,26.25,26.25,26,26.25,26.25,25.75,26.5,26,25.75,25.5,26.75,26,26.5,26,26.5,26.5,25.75,26,27,27,27.25,26.25,25.75,26.5,26.25,26.75,25.75,25.75,26.25,26,26,26.5,26.5,25.75,26,26.5,26.25,26.5,26.5,25.75,26,25.75,25.25,26.5,26,25.5,25.75,26.25,25.5,26.25,26,25.75,24.75,24.5,25.75,26.75,26.5,25.5,26.75,25.75,25.5,0,e
18_14_10.988232,30.625,26,26.75,25.5,25.75,25.75,26,26,26.25,25.5,25.75,26.5,26,25.75,26.25,26,25.75,26,26,26.5,26.25,25.75,26.5,26.5,26,25.75,26.25,26,25.5,26,26.5,25.75,26.75,26,25.75,26.75,26.5,26,26.25,26.5,26,26.25,26,26.25,26.5,26,26,26,26.5,25.75,25.75,26.25,26,25.5,26.25,25.5,25.75,25.75,26,26.75,26.25,26,26.5,25,25.25,0,e
18_14_11.088465,30.5625,26.25,26.25,26,26.75,25.5,26.25,26,27.75,26,26,26.5,26,26,26.25,25.25,26.25,26.25,26.5,26.5,26,26,26.5,26.75,26.25,26.25,25.75,26.5,26,26.25,26.25,25.75,26.25,26.5,26.75,26.5,26,25.5,26,26.75,26.25,26.5,26.25,26.25,25.75,26,25.5,26.25,26.5,25.5,26.75,26.25,26,26.5,26.5,25.5,25.5,25.25,26.75,26.5,26.5,26,26.25,25,26,0,e
18_14_11.188659,30.625,25.75,26.25,25,26,25.5,25.75,26.25,26.25,25.5,25.75,26.25,26.75,25.75,26,25.75,25.75,26.25,26.25,26.25,26.25,25.75,26,26,27,25.5,26,26.25,26.25,26.75,26.25,26,26.5,26.5,26.25,26.5,26.5,25.5,25.75,26.25,26,26.75,25.75,26.25,26,26.25,26.75,27.25,27,25.5,26,26,26,25.5,26.75,25.75,25.75,26.25,26,26.5,26,25.5,26.5,26.25,24.75,0,e
18_14_11.288908,30.625,25.5,26,26,26,26.25,26,25.25,26.25,26,26,26.5,25.5,25.75,26.25,25.75,26,26,26.25,26,25.75,26.25,26.25,26.25,26.5,25.75,26.25,26,26,26.5,26.25,26,26.5,26.25,26,26.25,26.25,26,25.75,25.75,25.75,25.75,25.75,25.5,26.5,26,25.5,26,26.75,25.75,25.75,26.25,25.25,25.5,26.5,25.5,25.5,25.5,26.25,25.75,26,26,26.5,25.5,25,0,e
18_14_11.389126,30.625,26.25,26.75,25,26.5,25.5,25.75,26,26.5,26,25.5,26.75,25.75,26.5,25.5,25.75,26.25,26.25,26.25,26.5,26,26,26.5,27,26,25.5,26,26.5,26.75,26.5,26.75,26.25,27,26,26,26.75,26,25.75,26,26,26,26,26,26,26.25,26,26.25,26.75,27,25.5,25.5,26.25,26,26,26.75,26,25.75,26,26.25,26.5,26.25,26.25,25.5,25.25,25.5,0,e
18_14_11.489351,30.625,25.75,26.75,26,26,26,25.5,25.75,26.25,25.5,26,26.75,26,25.5,26,25.25,25.5,26.5,26.25,26.5,26.5,26.25,26.5,26.25,26.75,25.75,26,26.25,26.25,26.5,26,26,26.5,26.25,26.5,26.5,25.75,26,26,25.75,26,26.25,26.5,26,26,25.5,25.75,26.25,26.25,26.5,26.25,26.25,26,26,26.5,26.25,25.5,25.25,25.75,26.75,26,25.75,25.75,25.5,24.75,0,e
18_14_11.589568,30.625,25.75,26.5,25.5,26,26.75,26,26,26.5,26,25.5,26,26,25.5,26.25,25.75,27,26.25,26,26.5,25.75,26.25,26,26,26.75,25.75,26.25,26.25,26,26,26.5,26.25,26.5,25.5,26.25,26.25,26,25.75,26,26.5,26,26.25,26.25,25.5,26.25,26,26,26,26.25,25,25.5,26.75,26,25.25,25.75,26.75,26,25.25,25.75,26.5,26,26.25,27.25,26.25,26,0,e
18_14_11.689797,30.625,26.25,26,25.75,26.5,26.25,26.25,27.25,27,26.25,26.5,26.5,26.25,26,26.5,26.25,26,26.75,26.5,26.75,26.25,26.25,26,26.5,26.5,25.25,25.25,26,26.25,26.5,26.5,26.25,26.5,26.25,26.25,26.25,26.75,26.5,25.75,27,26,26.5,26,25.5,25.5,26.5,25.5,26.75,26.75,25.25,26.5,26.5,26,26.5,26.5,25.75,26.5,26,26,26.75,26,25.75,26.75,25.75,25.5,0,e
18_14_11.790023,30.625,26.25,26,25.25,26.25,25.75,25.75,25.75,26,26,26,26.5,25.75,25.5,25.75,26.25,26.25,26,26,26.5,25.75,25.5,26.25,26.25,26.5,25.75,25.75,25.75,25.5,26.25,26,25.75,26.5,26,26,26.25,26.5,25.75,26,26.25,26,26,25.75,25.5,26,26.25,26.25,26,26.25,25,25.25,26.25,25.75,25.5,26.5,25.5,25.25,25.75,26.25,26,25.5,25.75,25.5,25.25,25.75,0,e
18_14_11.890266,30.625,25.5,26,25.75,26.5,25.75,25.5,26.25,26,26.75,26.5,26.25,25.75,26,26.5,26.25,26,26.25,26.25,26.75,26.25,26.25,26.5,26.25,26.75,26,25.75,26,26,26.5,26.5,25.75,26.75,27,26.5,26.75,26.75,25.75,26,25.75,26.25,26.5,26.75,26,26.25,26.25,26.25,26.75,26.75,25.75,25.75,26.75,25.75,26.25,25.5,25.75,26,25.75,25.25,26.25,26,26.5,26.5,25.75,25,0,e
18_14_11.990462,30.625,26.25,25.75,26.25,26,26.25,25.75,26,26.25,26.25,26,26.5,25.75,25.75,26.25,26.25,26.5,27,26,26.25,26,25.75,26.25,26.25,26.5,26,26,26.5,26,26.5,26.75,26.25,26.5,26.25,26,25.75,26.25,25.75,25.75,26,25.75,26,26.5,25.75,26.25,26,25.75,25.75,26.75,25.75,26.5,26.5,26.5,25.25,26.5,26,25,25,26.25,26.5,26,26,26.5,26,26,0,e
18_14_12.090693,30.625,26.5,26.25,25.75,26.5,26.25,25.5,25.75,26,26.5,26,26.25,26,26,26.25,26,26.5,26.5,26.25,26.25,26.25,25.75,26.25,26.25,26.25,25.75,26,26.5,25.75,25.75,26.5,25.75,26.5,26.25,26,26.75,26.5,25.75,25.25,26,25.5,27,26.5,26.5,26,26,25.75,26,26.75,25.75,26.75,26.25,26.25,26.25,26.25,25.5,25.75,25.25,26.25,26.5,26,25,26,25.25,26,0,e
18_14_12.190909,30.5625,26.5,26.5,25.75,26.75,25.5,25.75,26.75,26.25,26.75,26,26.25,26,25.75,26,26,25.5,26.5,26.25,26,26.25,25.75,26.75,26.25,26.5,25.75,25.75,26.5,26.5,26.5,26,25.75,26.25,26.5,26,26.5,25.75,26.25,25,26.5,25.75,26.5,26.5,25.75,26.25,26,25.75,26.25,26.5,25.25,25.75,26.25,25,25.5,26,25,25.25,25.75,26.5,26.75,26.25,26,25.75,25,25.25,0,e
18_14_12.291130,30.625,26.25,26.5,25.75,26.75,25.75,26,26.25,26.25,26.5,26,26.5,25.5,25.75,25.75,25.75,25.5,27,26.25,26.25,26.5,25.75,26.5,26.75,25.75,24.75,26,26.25,25.25,26.25,26.25,25.25,26.5,25.5,25.75,26.25,26,25.75,26,26.25,25.5,26.75,26.25,25.5,26,26.5,26.25,26.25,26.25,25.5,25,26.25,25.75,25,26,26,24.5,25.25,25.75,26.25,26.25,26.25,26,25.75,24.25,1,h
18_14_12.391331,30.625,26,26.25,25.75,26.25,25.75,26,26.25,26.25,27.75,25.75,26.25,26,26.5,26.25,26.25,25.75,27.25,26.5,26.5,26.75,26.25,26.5,26.5,26.25,26,26,25.75,26.25,26.5,26.5,26,26.5,26.5,26.5,26.5,26,26.25,26.25,26.75,25.5,26.5,26.5,25.75,26.25,26.5,26.25,26.25,26.75,26,25.75,26.5,26,25.5,26.25,26,25.25,26,26.75,26,26.25,25.5,26.5,25.5,25.75,1,h
18_14_12.491593,30.625,27.25,25.5,25.75,26.25,26,26.5,25.75,26,27.75,26.75,26.5,26,26,26.75,26.25,26,27.5,27.25,27,26.25,26.25,25.75,26.5,26.5,25.75,25.5,26,25.75,26.5,26,26.25,26.25,26,26.25,26.25,26.5,25.75,25.75,26.25,25.25,26.25,25.75,26.25,26.75,26,26.25,27,26.5,26.25,25.75,26,26,25.5,26.5,25.75,26.25,25.5,26,26.75,26.25,25.75,26.5,25.75,25.5,1,e
18_14_12.591807,30.625,27,26,25.75,26.25,26.75,26,26.25,26.25,27.5,26.75,26.5,26,26,26.75,25.25,25.75,28,27,26.5,26,25.5,26,26.25,26.25,26,25.5,26.25,26,26.25,26.75,26,26.75,26,26.25,26.5,26.25,26.25,26,26,26.5,26.25,26.5,26,26,26.25,25.5,26.5,26.75,25.75,25.75,26.5,26,26,26,25.75,25.25,25.75,25.75,27,26,25.5,26.25,26,25.5,1,e
18_14_12.692024,30.625,26.25,26,25.5,26.25,26.25,25.5,26.5,26.25,27.75,26.5,27,25.5,25.25,26,25.25,25.75,28,27,26.5,26.25,26.25,26.75,26,26.75,26.5,26.25,26.5,26,26.25,26,26,26,26.25,26.5,27,26.25,25.75,26,26,26,26.75,26.25,25.75,26.5,26,26,26.5,26.75,26,25.5,26.5,26.25,26.25,26,25.25,25.5,25.25,26,26,25.5,25.5,26,25,25.5,1,e
